origin,destination,distance
SPS,RRN,1.35
SPS,SPR,3.83
SPT,CHU,2.34
SPT,DVN,0.96
SPT,HTC,1.56
SPT,NVR,8.25
SPT,RDS,1.63
SPU,HCN,3.38
SPU,MRN,2.48
SPY,DBD,2.20
SPY,SSM,0.85
SQE,NWX,1.40
SQE,NXG,1.26
SQE,QRP,1.50
SQE,ZCW,0.33
SQH,DMF,26.12
SQH,KRK,3.23
SQU,BPB,1.20
SQU,SAS,1.55
SRA,BET,2.90
SRA,HKW,0.95
SRA,LEB,2.45
SRA,MYL,0.44
SRC,BAL,1.95
SRC,NRB,0.86
SRC,STE,0.59
SRD,FIT,2.93
SRD,LWH,0.58
SRD,MTP,1.23
SRG,BCF,1.56
SRG,GER,2.70
SRH,BAL,1.05
SRH,TUH,1.09
SRH,WNW,1.29
SRI,HLG,0.56
SRI,TYS,0.85
SRL,WTE,0.91
SRL,YRD,1.23
SRN,MPL,2.23
SRN,NMC,1.39
SRO,KVP,3.21
SRO,WRK,2.06
SRR,TDU,0.75
SRR,WMI,1.25
SRS,ECR,1.15
SRS,TTH,0.73
SRS,WCY,1.18
SRT,BKJ,1.38
SRT,BMS,0.86
SRT,RVB,0.74
SRU,NLT,1.83
SRU,WRU,1.81
SRY,TPB,1.49
SSC,DRI,2.25
SSC,SEL,1.71
SSD,ESM,4.33
SSD,SST,3.63
SSE,LAC,2.40
SSE,SWK,1.48
SSM,BHS,2.04
SSM,SPY,0.85
SSS,QBR,1.96
SST,BIS,3.04
SST,ESM,2.20
SST,SSD,3.63
STA,CRE,24.26
STA,PKG,5.71
STA,RGL,9.28
STA,SNE,9.07
STC,ACH,5.53
STC,ATT,2.33
STD,KEM,11.18
STD,SHU,2.76
STE,MIJ,2.78
STE,MTC,1.00
STE,SRC,0.59
STE,TOO,1.92
STE,TUH,1.53
STF,ATT,4.91
STF,DCG,3.93
STG,ALO,6.80
STG,BEA,2.82
STG,LBT,8.09
STH,FXN,1.13
STH,MEL,1.90
STJ,CDT,0.74
STJ,CWM,15.81
STJ,NWP,9.83
STJ,PIL,6.96
STK,BIL,4.33
STK,EAG,3.04
STK,TBY,2.16
STL,HAN,1.73
STL,HAY,1.81
STM,AIG,1.38
STM,BRW,1.17
STN,LAU,14.44
STN,PLN,7.95
STO,BHO,1.51
STO,HRY,1.14
STP,FPK,2.78
STP,KTN,1.54
STP,SFA,5.97
STP,ZFD,1.21
STR,BRL,25.96
STS,SBF,1.14
STS,SGM,4.98
STT,DNL,2.23
STT,KLM,3.25
STU,CBW,2.38
STU,MSR,9.09
STV,KWN,2.31
STV,SLT,1.38
STW,FLW,0.45
STW,TED,1.14
STW,TWI,1.03
STY,SAV,1.65
STY,WMC,1.00
SUC,SIH,0.98
SUC,WSU,0.75
SUD,SDH,0.85
SUD,WCX,1.41
SUG,CYN,3.98
SUG,LNW,2.75
SUM,GSC,0.40
SUM,MYH,0.34
SUN,SEA,5.14
SUN,SEB,1.69
SUO,BLM,1.09
SUO,CHE,1.01
SUO,CSB,1.04
SUO,CSH,1.33
SUO,WSU,1.05
SUP,BMN,0.44
SUP,GRP,1.18
SUR,BRS,1.08
SUR,ESH,2.35
SUR,HYW,2.09
SUR,THD,1.98
SUT,FOK,1.35
SUT,WYL,1.19
SUU,HMP,2.21
SUU,KMP,0.45
SUU,UPH,0.63
SUY,BUE,4.86
SVB,SAR,3.65
SVG,HIT,4.34
SVG,KBW,2.55
SVG,WAS,5.29
SVK,GMY,0.73
SVK,IFD,1.21
SVL,BUD,2.48
SVL,WDM,3.56
SVR,ARN,2.35
SVR,CNF,3.75
SVS,BCV,0.76
SVS,SMH,0.58
SWA,GWN,5.14
SWA,LAS,3.99
SWD,CLM,2.59
SWD,HKM,4.81
SWE,HBB,3.26
SWE,HEC,4.60
SWG,SDN,1.43
SWG,SOA,0.88
SWI,BPW,34.49
SWI,CPM,16.66
SWI,DID,24.16
SWI,KEM,13.70
SWK,FSG,0.79
SWK,SSE,1.48
SWL,KML,1.96
SWL,QBR,2.08
SWM,GNH,1.33
SWM,NFL,0.68
SWN,BTD,2.43
SWN,MEX,1.01
SWN,RMC,4.61
SWO,AYH,0.93
SWO,SPH,2.00
SWR,KMH,1.73
SWR,MLB,1.16
SWS,LEI,3.75
SWS,NBR,2.98
SWT,HUD,4.44
SWT,MSN,2.66
SWY,BCU,2.74
SWY,NWM,2.99
SXY,GBL,9.48
SXY,LCN,6.14
SYA,HDG,1.50
SYA,MIA,2.24
SYA,WML,1.74
SYB,AHN,1.21
SYB,GUI,2.10
SYB,MSL,2.54
SYD,CYP,1.15
SYD,FOH,0.76
SYD,PNW,0.80
SYH,PNE,1.49
SYH,WDU,0.68
SYL,BFD,0.78
SYL,ISL,0.73
SYS,LEI,4.70
SYS,MMO,10.09
SYS,SIL,2.84
SYT,HAD,1.81
SYT,OUN,4.06
TAB,BSC,0.99
TAB,HSD,2.65
TAC,HYD,2.64
TAC,OXF,9.11
TAD,KND,1.33
TAD,TAT,1.24
TAF,RDR,1.91
TAF,TRE,2.36
TAI,ARD,13.59
TAI,FRN,3.54
TAL,LLC,1.26
TAL,TYG,0.85
TAM,BUT,12.98
TAM,LTV,6.25
TAM,PSW,3.51
TAM,WNE,1.86
TAP,BNM,1.53
TAP,MAI,1.75
TAT,TAD,1.24
TAU,BWT,11.56
TAU,CLC,27.44
TAU,TVP,14.26
TAY,CON,6.69
TAY,FOC,3.49
TBD,BAB,4.54
TBD,CRW,1.34
TBD,GTW,2.69
TBR,ETL,3.11
TBR,TIL,0.88
TBW,FRT,2.26
TBW,HIB,1.53
TBY,EAG,3.00
TBY,MBR,3.21
TBY,STK,2.16
TDU,GMG,4.22
TDU,SRR,0.75
TEA,ALW,2.75
TEA,DND,1.75
TED,FLW,1.21
TED,HMW,1.13
TED,STW,1.14
TEN,PNA,1.23
TEN,SDF,4.15
TEO,CHN,0.91
TEO,TUR,1.41
TEY,FAV,4.54
TEY,SIT,2.69
TFC,OKN,1.03
TFC,SFN,3.11
TGM,DWL,2.91
TGM,NTA,5.10
TGS,BCG,0.60
TGS,HLL,0.50
THA,MDG,2.75
THA,NRC,3.08
THB,GFN,0.90
THB,PWW,1.06
THC,GOE,1.02
THC,MRP,3.55
THD,HMC,0.94
THD,SUR,1.98
THE,AMT,3.55
THE,RDW,4.30
THH,ECL,0.96
THH,SNH,1.56
THI,NTR,7.75
THI,YRK,22.20
THL,BKW,1.91
THL,CNL,2.10
THO,YET,1.14
THO,YVP,3.16
THS,GGJ,6.63
THT,BUS,1.00
THT,HMY,1.50
THU,BSB,1.35
THU,LOW,2.19
THW,JEQ,2.25
THW,SGB,0.75
TIL,ETL,3.49
TIL,GRY,1.73
TIL,TBR,0.88
TIP,CSY,1.38
TIP,DDP,0.89
TIR,BHD,1.11
TIR,PLT,2.31
TIS,GIL,9.08
TIS,SAL,12.59
TLB,DYF,1.16
TLB,LLA,2.29
TLC,DLG,3.08
TLC,GCW,3.69
TLH,PAN,2.89
TLH,RDG,2.68
TLH,RDW,2.31
TLK,EWD,0.81
TLK,WDE,1.06
TLS,CLT,4.63
TLS,KBX,2.58
TLS,WEE,2.14
TMC,GIL,6.83
TMC,SHE,6.09
TNA,GOX,1.64
TNA,ULC,2.60
TNF,LLW,4.12
TNF,TYW,2.48
TNN,GOO,7.39
TNN,HFS,2.86
TNP,DMG,0.54
TNP,LLY,1.05
TNS,CWE,6.03
TNS,HFS,3.01
TOD,BYM,9.27
TOD,HBD,4.51
TOD,WDN,1.60
TOK,DLH,1.28
TOK,ORE,2.73
TOL,CSN,1.24
TOL,MAL,1.01
TOM,CPT,2.05
TOM,LEB,1.00
TOM,NUM,0.90
TON,HIB,3.35
TON,HLB,2.50
TON,LIH,2.50
TON,PDW,5.29
TOO,HYR,1.28
TOO,STE,1.92
TOP,EXN,1.51
TOP,NCO,1.00
TOP,POL,3.90
TOT,IVY,11.50
TOT,NTA,8.71
TPB,SOE,1.33
TPB,SRY,1.49
TPC,BSN,16.91
TPC,WFL,1.96
TPN,TRY,1.09
TPN,YSR,0.51
TQY,PGN,2.10
TQY,TRR,0.93
TRA,DGT,3.05
TRA,HUP,0.83
TRB,YNW,0.45
TRD,MEV,1.90
TRD,PTB,1.18
TRE,TAF,2.36
TRE,TRF,2.34
TRF,PPD,0.86
TRF,TRE,2.34
TRH,POR,1.21
TRH,PPD,2.04
TRI,BKM,3.95
TRI,CED,4.44
TRM,DBR,8.10
TRM,FLX,1.51
TRN,BSS,1.30
TRN,KMK,8.98
TRN,PRA,2.75
TRO,BOA,3.29
TRO,MKM,5.80
TRO,WSB,4.04
TRR,NTA,5.05
TRR,TQY,0.93
TRS,BSE,4.09
TRS,ESW,4.49
TRU,PRW,4.19
TRU,RED,9.06
TRU,SAU,14.36
TRY,TPN,1.09
TRY,YNW,1.20
TTF,BND,7.24
TTF,HRD,7.80
TTH,NRB,1.21
TTH,SRS,0.73
TTN,ANF,2.89
TTN,RDB,0.65
TUH,HNH,1.08
TUH,NDL,1.29
TUH,SRH,1.09
TUH,STE,1.53
TUH,WNW,0.69
TUL,CRR,10.06
TUL,RYB,5.70
TUR,SBU,1.76
TUR,TEO,1.41
TUT,PEA,9.99
TUT,UTT,7.75
TVP,EXD,16.50
TVP,TAU,14.26
TWB,GAL,2.15
TWI,SMG,0.45
TWI,STW,1.03
TWI,WTN,1.26
TWN,AUG,0.99
TWN,MNS,1.88
TWY,MAI,6.78
TWY,RDG,4.96
TWY,WGV,1.84
TYC,BOR,2.74
TYC,RHO,1.68
TYG,HRL,2.53
TYG,TAL,0.85
TYL,CNR,5.14
TYL,DAL,12.08
TYS,ACG,0.96
TYS,SMA,0.99
TYS,SRI,0.85
TYW,AVY,3.61
TYW,TNF,2.48
UCK,BXD,2.31
UDD,BLH,2.63
UDD,MTH,4.43
UDD,NTN,1.81
UHA,EDP,7.89
UHA,HYM,11.25
UHA,LSN,3.00
UHL,CRH,0.93
UHL,GPO,1.16
ULC,HAB,1.70
ULC,TNA,2.60
ULL,CHF,1.86
ULL,YRK,8.88
ULV,CAK,5.61
ULV,DLT,3.21
UMB,CPN,2.38
UMB,PMA,4.18
UNI,FWY,1.48
UNI,SLY,0.86
UPH,SHP,1.49
UPH,SUU,0.63
UPL,ORR,1.34
UPL,RNF,2.14
UPM,BKG,7.68
UPM,EMP,1.53
UPM,OCK,3.34
UPM,WHR,3.93
UPT,BID,1.80
UPT,HSW,4.26
UPW,DCH,4.51
UPW,DCW,4.59
UPW,WEY,2.41
URM,CSR,0.55
URM,HUP,1.19
UTT,BYB,11.08
UTT,TUT,7.75
UTY,BRO,7.59
UTY,CNR,4.95
UWL,RDD,1.95
UWL,WOH,1.76
VAL,HHD,3.09
VAL,RHO,4.50
VIC,BAK,1.24
VIC,BRX,3.18
VIR,CHY,2.50
VIR,EGH,2.16
VIR,LNG,1.95
VXH,QRB,1.31
VXH,WAT,2.78
WAC,PDG,1.74
WAC,WAW,1.99
WAD,FRT,2.64
WAD,SOG,4.55
WAE,CHX,0.82
WAE,LBG,1.35
WAF,MUB,2.51
WAF,PST,2.25
WAL,HER,1.16
WAL,WYB,2.08
WAM,DEA,1.64
WAM,MTM,2.73
WAN,ASH,2.08
WAN,GLD,4.20
WAO,KKD,1.29
WAO,OPK,0.38
WAR,HFE,2.01
WAR,SMT,1.93
WAS,HFN,4.43
WAS,SVG,5.29
WAT,VXH,2.78
WAV,BGE,1.00
WAV,EDG,0.75
WAW,SNK,0.55
WAW,WAC,1.99
WBC,CMB,3.07
WBC,ELY,9.35
WBD,HEL,1.83
WBD,KNO,4.35
WBL,EMS,1.20
WBL,HAV,0.69
WBO,SMO,0.59
WBO,WIM,0.95
WBP,IMW,0.91
WBP,KPA,1.00
WBQ,ACB,9.65
WBQ,ERL,4.98
WBQ,RUE,4.98
WBQ,WGN,11.74
WBR,CEF,3.81
WBR,FNV,1.33
WBY,BFN,1.28
WBY,WOK,2.66
WCB,CTN,0.59
WCB,MZH,0.63
WCF,CHW,0.96
WCF,SOC,0.88
WCH,ADV,7.18
WCH,OVR,3.60
WCK,GGJ,14.20
WCL,ADW,1.73
WCL,LVG,2.75
WCM,MES,3.55
WCM,SAX,6.60
WCP,MOT,0.96
WCP,SNL,1.26
WCR,PTT,0.96
WCR,WLM,0.85
WCX,MYB,6.55
WCX,SUD,1.41
WCY,NWD,1.74
WCY,SRS,1.18
WCY,WDO,1.06
WDB,MES,2.03
WDB,WFI,6.70
WDD,ACK,5.29
WDD,PEG,4.70
WDE,DZY,1.88
WDE,TLK,1.06
WDH,DAN,3.18
WDH,KIV,4.19
WDL,LGB,2.74
WDL,PTG,1.33
WDM,SVL,3.56
WDN,LTL,4.06
WDN,TOD,1.60
WDO,WCY,1.06
WDO,WLT,1.56
WDS,CFD,4.91
WDS,LDS,5.99
WDS,NOR,4.89
WDT,HAY,2.33
WDT,IVR,1.54
WDU,HNH,1.35
WDU,SYH,0.68
WEA,DRG,0.58
WEA,EAL,0.81
WEA,HAN,0.84
WEA,WRU,6.00
WED,BRT,0.56
WED,SOT,4.04
WEE,GRB,2.13
WEE,TLS,2.14
WEH,BKG,3.47
WEH,LHS,2.37
WEL,BDM,15.25
WEL,KET,6.75
WEM,PRS,3.26
WEM,YRT,3.46
WES,ANL,1.50
WES,BRN,1.18
WES,DMC,1.13
WES,MYH,1.87
WET,HRS,6.01
WET,PNL,3.26
WEY,UPW,2.41
WFF,CBC,0.75
WFF,KWD,1.11
WFF,MTH,4.62
WFH,BSH,0.81
WFH,WFJ,0.90
WFI,DBR,2.56
WFI,IPS,3.53
WFI,WDB,6.70
WFJ,BSH,1.45
WFJ,KGL,3.51
WFJ,WFH,0.90
WFJ,WFN,0.85
WFL,HVN,1.78
WFL,TPC,1.96
WFN,GSN,0.86
WFN,WFJ,0.85
WGA,BCH,1.74
WGA,MAR,1.43
WGC,HAT,2.64
WGC,WLW,1.69
WGN,BYN,3.69
WGN,EBA,8.36
WGN,INC,1.01
WGN,NLW,7.08
WGN,PAT,16.38
WGN,WBQ,11.74
WGR,BKG,1.63
WGR,FOG,0.99
WGR,WNP,0.85
WGT,ASP,8.15
WGT,DLS,7.50
WGV,SHI,0.91
WGV,TWY,1.84
WGW,GST,2.48
WGW,INC,1.01
WGW,PEM,1.69
WHA,AFK,8.08
WHA,SDG,1.26
WHC,SJS,0.53
WHC,WST,0.85
WHD,BSY,0.50
WHD,FNY,0.41
WHE,CLH,3.75
WHE,LHO,2.35
WHG,BON,4.63
WHG,HIN,2.49
WHI,CSW,1.49
WHI,FAV,7.11
WHL,BCV,0.79
WHL,SLV,0.78
WHM,CBK,3.00
WHM,FNT,4.11
WHN,HUY,1.96
WHN,RNH,1.47
WHP,CRI,1.19
WHP,KTN,2.48
WHR,LAI,3.66
WHR,UPM,3.93
WHS,CAT,1.66
WHS,WHY,0.49
WHT,COY,0.41
WHT,RHI,0.34
WHY,KLY,1.36
WHY,WHS,0.49
WIC,BIC,4.63
WIC,BLB,2.50
WIC,RLG,4.11
WID,HGN,1.74
WID,SNK,3.59
WIH,GPK,0.65
WIH,PAL,1.16
WIJ,ACC,1.88
WIJ,HDN,0.63
WIJ,KNL,0.94
WIJ,KNR,0.98
WIJ,KPA,2.75
WIJ,SPB,1.50
WIL,BUT,4.89
WIL,PEA,4.75
WIM,EAD,1.66
WIM,HYR,0.83
WIM,RAY,1.41
WIM,WBO,0.95
WIN,MIC,8.49
WIN,SHW,3.14
WIV,ALR,1.74
WIV,HYH,2.41
WKB,ASB,4.65
WKB,FRL,3.89
WKD,ATN,3.60
WKD,MSD,1.65
WKF,OUT,2.51
WKF,SNA,1.78
WKF,WKK,0.69
WKG,FLM,3.65
WKG,HRR,1.89
WKI,HYK,1.23
WKK,DRT,7.58
WKK,MIR,9.36
WKK,NOR,3.09
WKK,SHC,4.36
WKK,WKF,0.69
WKM,BCE,4.33
WKM,CRN,3.28
WKM,WNS,2.03
WLC,CHN,1.23
WLC,ENL,0.98
WLD,CWU,3.13
WLD,SLQ,0.94
WLE,MCH,8.80
WLE,PBO,6.12
WLF,GRC,3.31
WLF,SED,3.43
WLG,NBN,1.16
WLG,WLV,0.31
WLI,BXH,1.39
WLI,FCN,1.03
WLM,MUI,1.30
WLM,WCR,0.85
WLN,OKN,3.05
WLN,SHR,10.28
WLO,BLN,1.11
WLO,SFL,1.06
WLP,NWT,13.96
WLP,SHR,19.74
WLS,BTE,1.70
WLS,SHO,0.58
WLT,CSB,0.84
WLT,WDO,1.56
WLV,BKN,1.64
WLV,WLG,0.31
WLW,KBW,3.04
WLW,WGC,1.69
WLY,HYC,1.60
WLY,RML,1.16
WMA,BRG,5.13
WMA,EML,1.06
WMB,KPA,5.49
WMB,NWB,0.81
WMB,SBP,1.04
WMC,BER,1.61
WMC,STY,1.00
WMC,WWW,3.60
WMD,NRW,10.15
WMD,SPN,2.56
WME,CDN,0.91
WME,CHP,1.01
WMG,BPK,0.98
WMG,HAT,2.23
WMI,BGN,0.81
WMI,SRR,1.25
WML,ALD,1.64
WML,HTH,1.54
WML,SYA,1.74
WMN,DMH,3.31
WMN,SAL,19.74
WMR,DDG,1.90
WMR,SOL,1.48
WMS,INP,2.26
WMW,BHO,0.76
WMW,LEM,1.13
WNC,SLO,2.78
WND,GMN,4.49
WND,SKM,2.40
WNE,CEH,7.54
WNE,TAM,1.86
WNE,WTO,7.81
WNF,FLE,3.36
WNF,HOK,2.34
WNG,FRW,0.50
WNG,NNP,1.50
WNH,HRH,2.06
WNH,OLY,4.31
WNL,DFR,0.92
WNL,PTG,2.25
WNM,WOR,1.60
WNM,WSM,1.26
WNN,BEN,3.24
WNN,CNF,9.74
WNP,LER,1.19
WNP,WGR,0.85
WNR,DAT,1.80
WNS,WKM,2.03
WNS,WTI,0.81
WNT,CLJ,0.80
WNT,PUT,1.18
WNW,GIP,0.93
WNW,SRH,1.29
WNW,TUH,0.69
WNY,CES,1.18
WNY,WTM,3.16
WOB,APG,0.96
WOB,BWB,2.04
WOF,DTW,6.03
WOF,MVL,6.79
WOF,WOS,0.65
WOH,OXT,3.15
WOH,UWL,1.76
WOK,BKO,3.66
WOK,WBY,2.66
WOK,WPL,2.45
WOL,MKC,2.61
WOL,NMP,13.40
WOL,RUG,30.16
WOM,BNY,4.03
WOM,ELR,1.58
WON,FRI,1.30
WOO,MTN,4.44
WOO,WRM,4.99
WOP,ASC,11.29
WOP,BMV,12.60
WOP,PSH,4.16
WOP,WOS,3.71
WOR,HIG,10.76
WOR,WNM,1.60
WOR,YAT,4.20
WOS,ASC,14.75
WOS,DTW,5.76
WOS,WOF,0.65
WOS,WOP,3.71
WPE,ROE,0.33
WPE,SDE,0.48
WPL,GLD,3.56
WPL,WOK,2.45
WRB,HPQ,3.80
WRB,MIS,3.95
WRE,NAN,4.41
WRE,WTC,4.95
WRH,EWR,0.90
WRH,WWO,0.79
WRK,RET,7.50
WRK,SRO,2.06
WRK,WWL,4.63
WRL,BMP,6.69
WRL,CAR,4.28
WRM,HOL,2.11
WRM,WOO,4.99
WRN,CMR,2.11
WRN,SHM,1.71
WRP,HTN,2.88
WRP,WRW,1.28
WRS,HOW,2.64
WRS,SBY,6.01
WRT,HXM,4.28
WRT,NWA,2.94
WRU,DNM,2.71
WRU,SRU,1.81
WRU,WEA,6.00
WRW,HTN,4.19
WRW,LMS,1.94
WRW,WRP,1.28
WRX,CTR,12.08
WRX,GWE,1.60
WRX,RUA,4.91
WRX,WXC,0.56
WRY,SNS,2.50
WRY,SNY,1.11
WSA,HNX,2.58
WSA,LPY,1.00
WSA,MSH,0.73
WSA,RUN,9.10
WSB,DMH,1.34
WSB,FRO,5.75
WSB,PEW,20.25
WSB,TRO,4.04
WSE,DLH,4.26
WSE,RYE,1.85
WSF,CRE,7.54
WSF,HTF,4.29
WSH,CLU,4.45
WSH,SDM,1.51
WSL,BLX,2.75
WSL,BSC,1.96
WSL,WVH,6.80
WSM,HIG,8.91
WSM,WNM,1.26
WSR,DVN,0.89
WSR,HAZ,0.90
WST,HIP,1.58
WST,WHC,0.85
WSU,SUC,0.75
WSU,SUO,1.05
WSW,BAL,0.59
WSW,CLJ,1.36
WTA,CUH,1.60
WTA,KGE,1.09
WTB,RUS,1.39
WTC,PRS,4.90
WTC,WRE,4.95
WTE,SRL,0.91
WTE,WYT,0.99
WTG,DOW,4.79
WTG,KLN,6.04
WTH,CKL,1.06
WTH,PRN,1.30
WTI,EAR,1.08
WTI,WNS,0.81
WTL,CMN,14.08
WTL,CUW,5.35
WTL,FYS,20.34
WTL,NAR,5.18
WTM,HAP,2.65
WTM,KEL,3.66
WTM,WNY,3.16
WTN,FEL,2.30
WTN,HOU,1.53
WTN,TWI,1.26
WTO,BHM,7.86
WTO,CEH,1.50
WTO,KNN,11.99
WTO,NUN,13.75
WTO,WNE,7.81
WTR,EFL,2.98
WTR,YAL,1.73
WTS,AMB,1.99
WTS,CMF,2.96
WTT,AST,0.71
WTT,PRY,0.85
WTY,HSL,4.55
WTY,MLF,2.19
WVF,BUG,0.84
WVF,HHE,2.91
WVF,PMP,3.79
WVH,BBK,3.99
WVH,BSC,6.08
WVH,CSY,3.31
WVH,PKG,9.60
WVH,WSL,6.80
WWA,PLU,0.99
WWA,WWD,0.33
WWD,CTN,1.15
WWD,WWA,0.33
WWI,EDN,0.81
WWI,HYS,1.16
WWL,CWD,1.36
WWL,WRK,4.63
WWO,DUR,0.80
WWO,WRH,0.79
WWR,BAK,0.70
WWR,CLP,0.39
WWW,HNL,1.80
WWW,WMC,3.60
WXC,WRX,0.56
WYB,ASN,1.75
WYB,BFN,1.25
WYB,WAL,2.08
WYE,AFK,4.28
WYE,CIL,4.71
WYL,CRD,0.78
WYL,SUT,1.19
WYM,BLO,4.40
WYM,PRU,2.16
WYT,EWD,1.08
WYT,WTE,0.99
XRD,SHV,2.00
YAE,BPW,6.25
YAE,CDU,14.37
YAL,BEG,1.61
YAL,WTR,1.73
YAT,NLS,3.94
YAT,WOR,4.20
YEO,CDI,3.66
YEO,COP,2.93
YET,CNO,2.05
YET,THO,1.14
YNW,TRB,0.45
YNW,TRY,1.20
YOK,CYK,0.84
YOK,GRS,0.98
YRD,HLG,1.33
YRD,SRL,1.23
YRK,DON,32.54
YRK,MLT,21.15
YRK,POP,2.89
YRK,SBY,18.40
YRK,THI,22.20
YRK,ULL,8.88
YRM,EAG,2.50
YRM,NTR,12.16
YRT,SHR,7.32
YRT,WEM,3.46
YSM,HNG,0.91
YSM,LNB,2.86
YSR,LLY,1.34
YSR,TPN,0.51
YVJ,CKN,8.80
YVJ,SHE,4.59
YVJ,YVP,2.00
YVP,CLC,11.60
YVP,THO,3.16
YVP,YVJ,2.00
ZCW,ROE,0.21
ZCW,SQE,0.33
ZFD,CTK,0.34
ZFD,STP,1.21
ZLW,SDC,0.72
ZLW,SDE,0.62
